uID,variable1,variable2,.id,source,ross.s2.1_1_TEXT,ross.s2.2,sex,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
3576,25,Pay,ML2_Slate2_UKEng_Inlab_DEPLOY__salford_r.csv,salford,25,1,2,salford,salford,salford,UK,"University of Salford, Manchester, UK",English,1,,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Geissner|Knobe|Savani|Tversky.Gati|Ross.Slate2|Tversky|Hsee|Shafir|Zhong|Schwarz|Gray|Hauser|Zaval|Norenzayan,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE,6,Order,all,TRUE
3611,90,Pay,ML2_Slate2_UKEng_Inlab_DEPLOY__salford_r.csv,salford,90,1,2,salford,salford,salford,UK,"University of Salford, Manchester, UK",English,1,,No,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Gray|Savani|Shafir|Tversky.Gati|Ross.Slate2|Norenzayan|Zhong|Zaval|Knobe|Hauser|Geissner|Hsee|Risen|Tversky,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE,6,Order,all,TRUE
3650,70,Court,ML2_Slate2_UKEng_Inlab_DEPLOY_r.csv,northumbria,70,2,1,northumbria,northumbria,northumbria,UK,"Department of Psychology, Northumbria University, Newcastle upon Tyne, UK",English,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Schwarz|Tversky.Gati|Zhong|Geissner|Gray|Ross.Slate2|Savani|Risen|Zaval|Tversky|Shafir|Hauser|Knobe|Norenzayan|Hsee,ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing,6,Order,all,TRUE
3658,90,Court,ML2_Slate2_UKEng_Inlab_DEPLOY_r.csv,northumbria,90,2,1,northumbria,northumbria,northumbria,UK,"Department of Psychology, Northumbria University, Newcastle upon Tyne, UK",English,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zhong|Hauser|Norenzayan|Shafir|Schwarz|Ross.Slate2|Knobe|Gray|Tversky.Gati|Tversky|Hsee|Zaval|Savani|Geissner|Risen,ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE,6,Order,all,TRUE
3665,95,Pay,ML2_Slate2_UKEng_Inlab_DEPLOY_r.csv,northumbria,95,1,2,northumbria,northumbria,northumbria,UK,"Department of Psychology, Northumbria University, Newcastle upon Tyne, UK",English,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Schwarz|Geissner|Gray|Zaval|Ross.Slate2|Risen|Zhong|Tversky|Norenzayan|Knobe|Hsee|Tversky.Gati|Hauser|Savani,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE,6,Order,all,TRUE
3666,90,Court,ML2_Slate2_UKEng_Inlab_DEPLOY_r.csv,northumbria,90,2,2,northumbria,northumbria,northumbria,UK,"Department of Psychology, Northumbria University, Newcastle upon Tyne, UK",English,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Gray|Tversky.Gati|Tversky|Knobe|Ross.Slate2|Schwarz|Risen|Hsee|Zhong|Geissner|Shafir|Savani|Norenzayan|Zaval,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood,6,Order,all,TRUE
3690,70,Pay,ML2_Slate2_UKEng_Inlab_DEPLOY_r.csv,northumbria,70,1,2,northumbria,northumbria,northumbria,UK,"Department of Psychology, Northumbria University, Newcastle upon Tyne, UK",English,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Zhong|Tversky.Gati|Gray|Geissner|Ross.Slate2|Shafir|Knobe|Hauser|Savani|Tversky|Norenzayan|Hsee|Schwarz|Zaval,ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five,6,Order,all,TRUE
3696,80,Pay,ML2_Slate2_UKEng_Inlab_DEPLOY_r.csv,northumbria,80,1,2,northumbria,northumbria,northumbria,UK,"Department of Psychology, Northumbria University, Newcastle upon Tyne, UK",English,1,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Tversky.Gati|Zaval|Gray|Schwarz|Ross.Slate2|Geissner|Hsee|Shafir|Zhong|Risen|Knobe|Norenzayan|Savani|Hauser,ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,6,Order,all,TRUE
3717,70,Pay,ML2_Slate2_UKEng_Inlab_DEPLOY_r.csv,lse,70,1,2,lse,lse,lse,UK,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Knobe|Hauser|Zaval|Hsee|Ross.Slate2|Tversky|Geissner|Zhong|Tversky.Gati|Schwarz|Risen|Shafir|Gray|Norenzayan,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood,6,Order,all,TRUE
3723,50,Court,ML2_Slate2_UKEng_Inlab_DEPLOY_r.csv,lse,50,2,2,lse,lse,lse,UK,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Hauser|Norenzayan|Schwarz|Tversky|Ross.Slate2|Geissner|Knobe|Risen|Savani|Zaval|Zhong|Gray|Shafir|Hsee,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing,6,Order,all,TRUE
3733,60,Court,ML2_Slate2_UKEng_Inlab_DEPLOY_r.csv,lse,60,2,2,lse,lse,lse,UK,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Tversky.Gati|Shafir|Zaval|Tversky|Ross.Slate2|Geissner|Hauser|Knobe|Hsee|Schwarz|Risen|Zhong|Savani|Gray,ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing,6,Order,all,TRUE
3745,80,Pay,ML2_Slate2_UKEng_Inlab_DEPLOY_r.csv,lse,80,1,1,lse,lse,lse,UK,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Tversky|Knobe|Risen|Schwarz|Ross.Slate2|Zhong|Zaval|Hauser|Savani|Hsee|Gray|Tversky.Gati|Geissner|Shafir,ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE,6,Order,all,TRUE
3755,30,Court,ML2_Slate2_UKEng_Inlab_DEPLOY_r.csv,lse,30,2,1,lse,lse,lse,UK,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zhong|Geissner|Norenzayan|Tversky.Gati|Zaval|Ross.Slate2|Knobe|Shafir|Gray|Risen|Tversky|Savani|Schwarz|Hauser|Hsee,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE,6,Order,all,TRUE
3777,70,Pay,ML2_Slate2_UKEng_Inlab_DEPLOY_r.csv,lse,70,1,1,lse,lse,lse,UK,"Department of Management, London School of Economics and Political Science, London WC2A 2AE, UK",English,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Geissner|Norenzayan|Schwarz|Zhong|Ross.Slate2|Savani|Shafir|Tversky|Hauser|Hsee|Zaval|Knobe|Risen|Tversky.Gati,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing,6,Order,all,TRUE
3809,50,Court,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,50,2,2,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Schwarz|Risen|Hauser|Zaval|Ross.Slate2|Tversky|Zhong|Hsee|Shafir|Norenzayan|Geissner|Savani|Knobe|Tversky.Gati,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE,6,Order,all,TRUE
3812,75,Pay,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,75,1,2,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Risen|Knobe|Norenzayan|Schwarz|Ross.Slate2|Tversky.Gati|Gray|Savani|Shafir|Zhong|Tversky|Hauser|Hsee|Geissner,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five,6,Order,all,TRUE
3829,85,Pay,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,85,1,2,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Hauser|Tversky|Geissner|Zhong|Ross.Slate2|Savani|Zaval|Gray|Shafir|Risen|Tversky.Gati|Schwarz|Knobe|Hsee,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood,6,Order,all,TRUE
3839,20,Court,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,20,2,2,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Tversky|Tversky.Gati|Schwarz|Zhong|Ross.Slate2|Risen|Hauser|Knobe|Shafir|Geissner|Savani|Gray|Zaval|Hsee,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood,6,Order,all,TRUE
3848,75,Pay,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,75,1,2,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Tversky.Gati|Shafir|Gray|Hsee|Ross.Slate2|Zhong|Norenzayan|Geissner|Savani|Tversky|Zaval|Schwarz|Knobe|Hauser,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood,6,Order,all,TRUE
3855,30,Court,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,30,2,2,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Gray|Risen|Shafir|Zaval|Ross.Slate2|Norenzayan|Hsee|Zhong|Hauser|Geissner|Knobe|Tversky.Gati|Schwarz|Savani,ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection,6,Order,all,TRUE
3866,60,Court,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,60,2,1,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Norenzayan|Schwarz|Knobe|Tversky.Gati|Ross.Slate2|Gray|Risen|Geissner|Zhong|Hauser|Tversky|Shafir|Hsee|Zaval,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood,6,Order,all,TRUE
3871,50,Pay,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,50,1,2,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Hauser|Zhong|Risen|Norenzayan|Ross.Slate2|Zaval|Schwarz|Tversky|Gray|Tversky.Gati|Savani|Geissner|Hsee|Knobe,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing,6,Order,all,TRUE
3891,99,Pay,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,99,1,2,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Savani|Gray|Norenzayan|Zaval|Ross.Slate2|Risen|Zhong|Hsee|Tversky|Geissner|Tversky.Gati|Schwarz|Knobe|Hauser,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing,6,Order,all,TRUE
3900,90,Pay,ML2_Slate2_USEng_DEPLOY__hawaiion_r.csv,hawaiion,90,1,1,hawaiion,hawaiion,hawaiion,USA,"University of Hawaii, Honolulu, HI",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Gray|Geissner|Knobe|Tversky.Gati|Tversky|Ross.Slate2|Risen|Zhong|Shafir|Schwarz|Hsee|Zaval|Hauser|Savani|Norenzayan,ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five,6,Order,all,TRUE
3956,70,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,70,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Geissner|Hsee|Tversky|Gray|Ross.Slate2|Tversky.Gati|Schwarz|Savani|Shafir|Hauser|Zaval|Zhong|Knobe|Risen,ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood,6,Order,all,TRUE
3959,50,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,50,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Knobe|Schwarz|Norenzayan|Zaval|Ross.Slate2|Tversky|Shafir|Risen|Tversky.Gati|Geissner|Hsee|Zhong|Gray|Savani,ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection,6,Order,all,TRUE
3966,50,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,50,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Risen|Savani|Tversky.Gati|Tversky|Norenzayan|Ross.Slate2|Shafir|Schwarz|Zhong|Hauser|Geissner|Hsee|Zaval|Knobe|Gray,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing,6,Order,all,TRUE
3985,0,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,0,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Geissner|Savani|Risen|Zhong|Schwarz|Ross.Slate2|Hsee|Zaval|Tversky|Shafir|Tversky.Gati|Gray|Knobe|Norenzayan|Hauser,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five,6,Order,all,TRUE
4000,35,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,35,2,1,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Zaval|Tversky|Savani|Geissner|Ross.Slate2|Gray|Schwarz|Shafir|Norenzayan|Zhong|Hauser|Risen|Tversky.Gati|Hsee,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing,6,Order,all,TRUE
4009,80,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,80,1,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Hsee|Knobe|Shafir|Geissner|Ross.Slate2|Hauser|Zaval|Tversky|Schwarz|Savani|Gray|Risen|Tversky.Gati|Zhong,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood,6,Order,all,TRUE
4024,30,Court,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,30,2,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Hauser|Zhong|Tversky.Gati|Gray|Ross.Slate2|Zaval|Shafir|Schwarz|Risen|Geissner|Hsee|Norenzayan|Savani|Knobe,ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five,6,Order,all,TRUE
4048,70,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,70,1,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky|Tversky.Gati|Knobe|Norenzayan|Zhong|Ross.Slate2|Gray|Hsee|Shafir|Zaval|Risen|Schwarz|Geissner|Savani|Hauser,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing,6,Order,all,TRUE
4083,50,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__brooklyn_cuny_r.csv,brookcuny,50,1,2,brookcuny,brookcuny,brookcuny,USA,"Brooklyn College, New York, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Shafir|Gray|Risen|Norenzayan|Ross.Slate2|Hsee|Schwarz|Knobe|Tversky.Gati|Zhong|Zaval|Savani|Tversky|Geissner,ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE,6,Order,all,TRUE
4126,66,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,66,1,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Hsee|Geissner|Shafir|Savani|Ross.Slate2|Gray|Tversky|Risen|Norenzayan|Schwarz|Knobe|Hauser|Zhong|Zaval,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing,6,Order,all,TRUE
4141,55,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,55,1,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Tversky|Savani|Geissner|Norenzayan|Ross.Slate2|Zhong|Zaval|Hsee|Gray|Tversky.Gati|Hauser|Risen|Knobe|Schwarz,ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection,6,Order,all,TRUE
4143,80,Court,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,80,2,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Geissner|Zhong|Tversky.Gati|Savani|Ross.Slate2|Knobe|Hsee|Schwarz|Hauser|Gray|Norenzayan|Tversky|Risen|Shafir,ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE,6,Order,all,TRUE
4147,20,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,20,1,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Norenzayan|Geissner|Tversky|Savani|Schwarz|Ross.Slate2|Knobe|Zhong|Risen|Gray|Hauser|Shafir|Zaval|Tversky.Gati|Hsee,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,6,Order,all,TRUE
4148,30,Court,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,30,2,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Tversky.Gati|Norenzayan|Savani|Gray|Risen|Ross.Slate2|Shafir|Zhong|Geissner|Schwarz|Zaval|Hauser|Knobe|Tversky|Hsee,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood,6,Order,all,TRUE
4163,70,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,70,1,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Gray|Shafir|Hauser|Schwarz|Ross.Slate2|Risen|Zaval|Zhong|Hsee|Geissner|Tversky|Norenzayan|Savani|Tversky.Gati,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood,6,Order,all,TRUE
4246,75,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,75,1,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Schwarz|Norenzayan|Gray|Tversky|Ross.Slate2|Hauser|Zhong|Tversky.Gati|Savani|Geissner|Risen|Shafir|Hsee|Knobe,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection,6,Order,all,TRUE
4251,80,Court,ML2_Slate2_USEng_Inlab_DEPLOY__georgefox_r.csv,georgefox,80,2,2,georgefox,georgefox,georgefox,USA,"George Fox University, Newberg, OR",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hsee|Zaval|Gray|Norenzayan|Risen|Ross.Slate2|Tversky|Knobe|Shafir|Schwarz|Hauser|Geissner|Tversky.Gati|Zhong|Savani,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood,6,Order,all,TRUE
4263,40,Court,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,40,2,2,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Knobe|Gray|Savani|Zhong|Risen|Ross.Slate2|Zaval|Tversky|Geissner|Tversky.Gati|Hsee|Shafir|Schwarz|Norenzayan|Hauser,ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five,6,Order,all,TRUE
4266,40,Court,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,40,2,2,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Zaval|Gray|Shafir|Hauser|Tversky.Gati|Ross.Slate2|Knobe|Savani|Schwarz|Zhong|Tversky|Risen|Hsee|Geissner|Norenzayan,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five,6,Order,all,TRUE
4267,80,Pay,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,80,1,1,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Shafir|Schwarz|Tversky.Gati|Hsee|Zaval|Ross.Slate2|Gray|Zhong|Hauser|Geissner|Norenzayan|Savani|Risen|Knobe|Tversky,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing,6,Order,all,TRUE
4271,15,Court,ML2_Slate2_USEng_Inlab_DEPLOY__Hearing_r.csv,ritonline,15,2,2,ritonline,ritonline,ritonline,USA,"Rochester Institute of Technology, Rochester, NY",English,1,,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Savani|Schwarz|Tversky.Gati|Shafir|Hauser|Ross.Slate2|Tversky|Risen|Hsee|Zhong|Zaval|Geissner|Knobe|Norenzayan|Gray,ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE,6,Order,all,TRUE
