unique.id,study.id,study.slate,study.name,study.analysis,study.vars,study.vars.labels,study.cases.include,study.sites.include,study.global.include,study.primary.include,study.secondary.include,study.figure2.include,study.table1.include,study.table1.weird.split,stat.vars,stat.type,stat.test,stat.params,stat.ncp,stat.df,stat.p.value,orig.sample.nation,ori.sample.weird,ori.study.figure2.include,orig.stat.type,orig.test.alternative,orig.test.sample,orig.stat.df1,orig.stat.df2,orig.stat.n1,orig.stat.n2,orig.stat.N,orig.stat.estimate,orig.stat.estimate1,orig.stat.estimate2,orig.stat.ncp,orig.stat.ncp.ciL,orig.stat.ncp.ciU,orig.stat.p.value,orig.ES.d,orig.ES.d.ciL,orig.ES.d.ciU,orig.ES.r,orig.ES.r.ciL,orig.ES.r.ciU,orig.ES.cohensQ,orig.ES.cohensQ.ciL,orig.ES.cohensQ.ciU,comments,study.description,cohensQ
62,22,2,Gray,Gray.1,"list(adultHbaby=c('gray1.2'), babyHadult=c('gray2.2'))","list(Condition=c('adultHbaby','babyHadult'))","list(each=c('Condition','X > 0'))",list(c('all')),1,1,0,1,1,0,varfun.Gray.1,t,"t.test(x = adultHbaby, y = babyHadult, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=TRUE, censorNA=FALSE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,US,1,1,t,two.sided,independent,68,,34,35,69,,,,3.32,1.27,5.35,0.00,0.80,0.31,1.29,0.38,0.15,0.55,,,,,"Moral Typecasting (Gray & Wegner, 2009)",
63,22,2,Gray,Gray.2,"list(adultHbaby=c('gray1.3'), babyHadult=c('gray2.3'))","list(Condition=c('adultHbaby','babyHadult'))","list(each=c('Condition','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Gray.1,t,"t.test(x = adultHbaby, y = babyHadult, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=TRUE, censorNA=FALSE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,US,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Moral Typecasting (Gray & Wegner, 2009)",
64,22,2,Gray,Gray.3,"list(adultHbaby=c('gray1.4'), babyHadult=c('gray2.4'))","list(Condition=c('adultHbaby','babyHadult'))","list(each=c('Condition','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Gray.1,t,"t.test(x = adultHbaby, y = babyHadult, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=TRUE, censorNA=FALSE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,US,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Moral Typecasting (Gray & Wegner, 2009)",
65,23,2,Zhong,Zhong.1,"list(Ethical=c('nCopied.zhon2','zhon.dv.1_1', 'zhon.dv.1_2', 'zhon.dv.1_3', 'zhon.dv.1_4', 'zhon.dv.1_5', 'zhon.dv.1_6', 'zhon.dv.1_7', 'zhon.dv.1_8', 'zhon.dv.1_9', 'zhon.dv.1_10'), Unethical=c('nCopied.zhon1','zhon.dv.1_1', 'zhon.dv.1_2', 'zhon.dv.1_3', 'zhon.dv.1_4', 'zhon.dv.1_5', 'zhon.dv.1_6', 'zhon.dv.1_7', 'zhon.dv.1_8', 'zhon.dv.1_9', 'zhon.dv.1_10'))","list(Condition=c('Ethical','Unethical'))","list(each=c('Condition','X >= 0'))",list(c('all')),1,1,0,1,1,0,varfun.Zhong.1,t,"t.test(x = Ethical, y = Unethical, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=TRUE, censorNA=FALSE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,US & Canada,1,1,f,two.sided,independent,1,25,14,13,27,,,,6.99,1.00,40.14,0.01,1.02,0.39,2.44,0.45,0.19,0.77,,,,assuming random assignment and rounding to get the total N. | Symmetric exact CI based on f failed for lower bounds ,"Moral Cleansing (Zhong & Liljenquist, 2006)",
66,23,2,Zhong,Zhong.2,"list(Ethical=c('nCopied.zhon2','zhon.dv.1_1', 'zhon.dv.1_2', 'zhon.dv.1_3', 'zhon.dv.1_4', 'zhon.dv.1_5', 'zhon.dv.1_6', 'zhon.dv.1_7', 'zhon.dv.1_8', 'zhon.dv.1_9', 'zhon.dv.1_10'), Unethical=c('nCopied.zhon1','zhon.dv.1_1', 'zhon.dv.1_2', 'zhon.dv.1_3', 'zhon.dv.1_4', 'zhon.dv.1_5', 'zhon.dv.1_6', 'zhon.dv.1_7', 'zhon.dv.1_8', 'zhon.dv.1_9', 'zhon.dv.1_10'))","list(Condition=c('Ethical','Unethical'),Product=c('Clean','Other'))","list(each=c('Condition','X >= 0'))",list(c('all')),1,0,1,0,0,0,varfun.Zhong.2,lm.t,summary(lmerTest::lmer(Response ~ Condition * Product + (1|uID))),"list(conf.level=.95, var.equal=NA, censorNA=FALSE, alternative='two.sided',alpha=.05, within=FALSE)","stat.test$coefficients[4,4]","stat.test$coefficients[4,3]","stat.test$coefficients[4,5]",US & Canada,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Moral Cleansing (Zhong & Liljenquist, 2006)",
67,23,2,Zhong,Zhong.3,"list(Ethical=c('nCopied.zhon2','zhon.dv.1_1', 'zhon.dv.1_2', 'zhon.dv.1_3', 'zhon.dv.1_4', 'zhon.dv.1_5', 'zhon.dv.1_6', 'zhon.dv.1_7', 'zhon.dv.1_8', 'zhon.dv.1_9', 'zhon.dv.1_10'), Unethical=c('nCopied.zhon1','zhon.dv.1_1', 'zhon.dv.1_2', 'zhon.dv.1_3', 'zhon.dv.1_4', 'zhon.dv.1_5', 'zhon.dv.1_6', 'zhon.dv.1_7', 'zhon.dv.1_8', 'zhon.dv.1_9', 'zhon.dv.1_10'))","list(Condition=c('Ethical','Unethical'))","list(each=c('Condition','X >= 0'))",list(c('all')),1,0,1,0,0,0,varfun.Zhong.3,t,"t.test(x = Ethical, y = Unethical, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=TRUE, censorNA=FALSE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,US & Canada,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Moral Cleansing (Zhong & Liljenquist, 2006)",
68,24,2,Schwarz,Schwarz.1a,"list(GlobalFirst=c('schw1.1','schw1.2'),SpecificFirst=c('schw2.1','schw2.2'))","list(Condition=c('GlobalFirst','SpecificFirst'))","list(each=c('Condition','X > 0'))",list(c('all')),1,1,0,1,1,0,varfun.Schwarz.1,Z.f,"cor_test_fisherZ(r1=r1,r2=r2,n1=N[1],n2=N[2], conf.level=stat.params$conf.level, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,Germany,1,1,Z.f,two.sided,independent,48,48,50,50,100,,0.67,0.32,,,,0.00,,,,,,,0.48,0.07,0.88,,"Assimilation & Contrast (Schwarz et al., 1991)",1
69,24,2,Schwarz,Schwarz.1b,"list(GlobalFirst=c('schw1.1','schw1.2'),SpecificFirst=c('schw2.1','schw2.2'))","list(Condition=c('GlobalFirst','SpecificFirst'))","list(each=c('Condition','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Schwarz.1,Z.f,"cor_test_fisherZ(r1=r1,r2=NULL,n1=N[1],n2=NULL, conf.level=stat.params$conf.level, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,Germany,1,0,Z.f,two.sided,independent,48,,50,,50,0.67,0.67,,,,,,1.81,1.10,2.66,0.67,0.48,0.80,0.81,0.52,1.10,,"Assimilation & Contrast (Schwarz et al., 1991)",
70,24,2,Schwarz,Schwarz.1c,"list(GlobalFirst=c('schw1.1','schw1.2'),SpecificFirst=c('schw2.1','schw2.2'))","list(Condition=c('GlobalFirst','SpecificFirst'))","list(each=c('Condition','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Schwarz.1,Z.f,"cor_test_fisherZ(r1=r2,r2=NULL,n1=N[2],n2=NULL, conf.level=stat.params$conf.level, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,Germany,1,0,Z.f,two.sided,independent,48,,50,,50,0.32,0.32,,,,,,0.68,0.09,1.32,0.32,0.05,0.55,0.33,0.05,0.62,,"Assimilation & Contrast (Schwarz et al., 1991)",
71,24,2,Schwarz,Schwarz.2a,"list(GlobalFirst=c('schw1.1','schw1.2'),SpecificFirst=c('schw2.1','schw2.2'))","list(Condition=c('GlobalFirst','SpecificFirst'))","list(each=c('Condition','X > 0'))",list(c('all')),1,0,0,0,0,0,varfun.Schwarz.2,Z.f,"cor_test_fisherZ(r1=r1,r2=r2,n1=N[1],n2=N[2], conf.level=stat.params$conf.level, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,Germany,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Assimilation & Contrast (Schwarz et al., 1991)",1
72,24,2,Schwarz,Schwarz.2b,"list(GlobalFirst=c('schw1.1','schw1.2'),SpecificFirst=c('schw2.1','schw2.2'))","list(Condition=c('GlobalFirst','SpecificFirst'))","list(each=c('Condition','X > 0'))",list(c('all')),1,0,0,0,0,0,varfun.Schwarz.2,Z.f,"cor_test_fisherZ(r1=r1,r2=NULL,n1=N[1],n2=NULL, conf.level=stat.params$conf.level, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,Germany,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Assimilation & Contrast (Schwarz et al., 1991)",
73,24,2,Schwarz,Schwarz.2c,"list(GlobalFirst=c('schw1.1','schw1.2'),SpecificFirst=c('schw2.1','schw2.2'))","list(Condition=c('GlobalFirst','SpecificFirst'))","list(each=c('Condition','X > 0'))",list(c('all')),1,0,0,0,0,0,varfun.Schwarz.2,Z.f,"cor_test_fisherZ(r1=r2,r2=NULL,n1=N[2],n2=NULL, conf.level=stat.params$conf.level, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,Germany,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Assimilation & Contrast (Schwarz et al., 1991)",
74,25,2,Shafir,Shafir.1,"list(Award=c('shaf1.1'), Deny=c('shaf2.1'))","list(Condition=c('Award','Deny'), Response=c('ParentA','ParentB'))","list(each=c('Condition','X > 0'))",list(c('all')),1,1,0,1,1,0,varfun.Shafir.1,Z,"z.test(x = ParentB, pi = .5, N = sum(N, na.rm=TRUE), proportion = TRUE, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='greater',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,US,1,1,Z,two.sided,independent,,,85,85,170,,,,2.48,0.52,4.44,0.01,0.38,0.08,0.70,0.19,0.04,0.33,,,,,"Choosing or Rejecting (Shafir, 1993)",
75,26,2,Zaval,Zaval.1,"list(Heat=c('zav.dv.2','zav.include.strict','zav.condition'),Cold=c('zav.dv.2','zav.include.strict','zav.condition'))","list(Condition=c('Heat','Cold'))","list(each=c('Condition','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Zaval.1,t,"t.test(x = Heat, y = Cold, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=TRUE, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,US,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Priming Warmth (Zaval et al., 2014)",
76,26,2,Zaval,Zaval.2,"list(Heat=c('zav.dv.2','zav.include.strict','zav.condition'),Cold=c('zav.dv.2','zav.include.strict','zav.condition'))","list(Condition=c('Heat','Cold'))","list(each=c('Condition','X > 0'))","list(c('Language==""English"" '))",1,0,1,0,0,0,varfun.Zaval.1,t,"t.test(x = Heat, y = Cold, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=TRUE, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,US,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Priming Warmth (Zaval et al., 2014)",
77,26,2,Zaval,Zaval.3,"list(Heat=c('zav.dv.3','zav.include.strict','zav.condition'),Cold=c('zav.dv.3','zav.include.strict','zav.condition'))","list(Condition=c('Heat','Cold'))","list(each=c('Condition','X > 0'))",list(c('all')),1,0,1,1,1,0,varfun.Zaval.1,t,"t.test(x = Heat, y = Cold, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=TRUE, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,US,1,1,t,two.sided,independent,191,,96,96,192,,,,2.15,0.18,4.12,0.03,0.31,0.03,0.59,0.15,0.01,0.29,,,,,"Priming Warmth (Zaval et al., 2014)",
78,26,2,Zaval,Zaval.4,"list(Heat=c('zav.dv.3','zav.include.strict','zav.condition'), Cold=c('zav.dv.3','zav.include.strict','zav.condition'))","list(Condition=c('Heat','Cold'))","list(each=c('Condition','X > 0'))","list(c('Language==""English"" '))",1,1,0,0,0,0,varfun.Zaval.1,t,"t.test(x = Heat, y = Cold, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=TRUE, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,US,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Priming Warmth (Zaval et al., 2014)",
79,27,2,Knobe,Knobe.1,"list(Help=c('knob1.3'),Harm=c('knob2.3'))","list(Condition=c('Help','Harm'))","list(each=c('Condition','X > 0'))",list(c('all')),1,1,0,1,1,0,varfun.Knobe.1,t,"t.test(x = Harm, y = Help, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=TRUE, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,US,1,1,X2,NA,independent,1,,,,78,,,,27.20,10.60,51.49,0.00,1.45,0.79,2.77,0.59,0.37,0.81,,,,,"Intentional Side-Effects (Knobe, 2003)",
80,27,2,Knobe,Knobe.2,"list(Praise=c('knob1.4'),Blame=c('knob2.4'))","list(Condition=c('Praise','Blame'))","list(each=c('Condition','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Knobe.2,t,"t.test(x = Blame, y = Praise, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=TRUE, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,US,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Intentional Side-Effects (Knobe, 2003)",
81,28,2,Gati,Gati.1a,"list(SimilarityA=c('gati1s.2','gati1s.3','gati1s.5','gati1s.11','gati1s.12','gati1s.14','gati1s.16','gati1s.17','gati1s.18','gati1s.19','gati1s.22','gati1s.4','gati1s.6','gati1s.7','gati1s.8','gati1s.9','gati1s.10','gati1s.13','gati1s.15','gati1s.20','gati1s.21'),SimilarityB=c('gati2s.2','gati2s.3','gati2s.5','gati2s.11','gati2s.12','gati2s.14','gati2s.16','gati2s.17','gati2s.18','gati2s.19','gati2s.22','gati2s.4','gati2s.6','gati2s.7','gati2s.8','gati2s.9','gati2s.10','gati2s.13','gati2s.15','gati2s.20','gati2s.21'))","list(CounterBalance=c('SimilarityA','SimilarityB'))","list(each=c('CounterBalance','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Gati.1,lm.t,summary(lmerTest::lmer(DV ~ Condition + (Condition|uID) + (Condition|itemID))),"list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)","stat.test$coefficients[1,4]","stat.test$coefficients[1,3]","stat.test$coefficients[1,5]",Israel,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Direction & Similarity (Tversky & Gati, 1978)",
82,28,2,Gati,Gati.1b,"list(SimilarityA=c('gati1s.2','gati1s.3','gati1s.5','gati1s.11','gati1s.12','gati1s.14','gati1s.16','gati1s.17','gati1s.18','gati1s.19','gati1s.22','gati1s.4','gati1s.6','gati1s.7','gati1s.8','gati1s.9','gati1s.10','gati1s.13','gati1s.15','gati1s.20','gati1s.21'),SimilarityB=c('gati2s.2','gati2s.3','gati2s.5','gati2s.11','gati2s.12','gati2s.14','gati2s.16','gati2s.17','gati2s.18','gati2s.19','gati2s.22','gati2s.4','gati2s.6','gati2s.7','gati2s.8','gati2s.9','gati2s.10','gati2s.13','gati2s.15','gati2s.20','gati2s.21'))","list(CounterBalance=c('SimilarityA','SimilarityB'))","list(each=c('CounterBalance','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Gati.1,lm.t,summary(lmerTest::lmer(DV ~ Condition + (Condition|uID) + (Condition|itemID))),"list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)","stat.test$coefficients[2,4]","stat.test$coefficients[2,3]","stat.test$coefficients[2,5]",Israel,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Direction & Similarity (Tversky & Gati, 1978)",
83,28,2,Gati,Gati.2,"list(SimilarityA=c('gati1s.2','gati1s.3','gati1s.5','gati1s.11','gati1s.12','gati1s.14','gati1s.16','gati1s.17','gati1s.18','gati1s.19','gati1s.22','gati1s.4','gati1s.6','gati1s.7','gati1s.8','gati1s.9','gati1s.10','gati1s.13','gati1s.15','gati1s.20','gati1s.21'),SimilarityB=c('gati2s.2','gati2s.3','gati2s.5','gati2s.11','gati2s.12','gati2s.14','gati2s.16','gati2s.17','gati2s.18','gati2s.19','gati2s.22','gati2s.4','gati2s.6','gati2s.7','gati2s.8','gati2s.9','gati2s.10','gati2s.13','gati2s.15','gati2s.20','gati2s.21'))","list(CounterBalance=c('SimilarityA','SimilarityB'))","list(each=c('CounterBalance','X > 0'))",list(c('all')),1,1,0,1,1,0,varfun.Gati.2,t.p,"t.test(x = Asymmetry, mu=0, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,Israel,1,1,t.p,two.sided,independent (1 sample),153,,77,77,154,,,,2.99,0.08,0.40,0.00,0.24,0.08,0.40,0.12,0.04,0.20,,,,This is a 1 sample t-test. Cohens d_z was used to estimate the effect size.,"Direction & Similarity (Tversky & Gati, 1978)",
84,28,2,Gati,Gati.3,"list(SimilarityA=c('gati1s.2','gati1s.3','gati1s.5','gati1s.11','gati1s.12','gati1s.14','gati1s.16','gati1s.17','gati1s.18','gati1s.19','gati1s.22','gati1s.4','gati1s.6','gati1s.7','gati1s.8','gati1s.9','gati1s.10','gati1s.13','gati1s.15','gati1s.20','gati1s.21'),SimilarityB=c('gati2s.2','gati2s.3','gati2s.5','gati2s.11','gati2s.12','gati2s.14','gati2s.16','gati2s.17','gati2s.18','gati2s.19','gati2s.22','gati2s.4','gati2s.6','gati2s.7','gati2s.8','gati2s.9','gati2s.10','gati2s.13','gati2s.15','gati2s.20','gati2s.21'))","list(CounterBalance=c('SimilarityA','SimilarityB'))","list(each=c('CounterBalance','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Gati.3,t.p,"t.test(DV ~ Condition, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative, paired = TRUE)","list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,Israel,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Direction & Similarity (Tversky & Gati, 1978)",
85,28,2,Gati,Gati.4a,"list(DifferenceA=c('gati1d.2','gati1d.3','gati1d.5','gati1d.11','gati1d.12','gati1d.14','gati1d.16','gati1d.17','gati1d.18','gati1d.19','gati1d.22','gati1d.4','gati1d.6','gati1d.7','gati1d.8','gati1d.9','gati1d.10','gati1d.13','gati1d.15','gati1d.20','gati1d.21'),DifferenceB=c('gati2d.2','gati2d.3','gati2d.5','gati2d.11','gati2d.12','gati2d.14','gati2d.16','gati2d.17','gati2d.18','gati2d.19','gati2d.22','gati2d.4','gati2d.6','gati2d.7','gati2d.8','gati2d.9','gati2d.10','gati2d.13','gati2d.15','gati2d.20','gati2d.21'))","list(CounterBalance=c('DifferenceA','DifferenceB'))","list(each=c('CounterBalance','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Gati.1,lm.t,summary(lmerTest::lmer(DV ~ Condition + (Condition|uID) + (Condition|itemID))),"list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)","stat.test$coefficients[1,4]","stat.test$coefficients[1,3]","stat.test$coefficients[1,5]",Israel,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Direction & Similarity (Tversky & Gati, 1978)",
86,28,2,Gati,Gati.4b,"list(DifferenceA=c('gati1d.2','gati1d.3','gati1d.5','gati1d.11','gati1d.12','gati1d.14','gati1d.16','gati1d.17','gati1d.18','gati1d.19','gati1d.22','gati1d.4','gati1d.6','gati1d.7','gati1d.8','gati1d.9','gati1d.10','gati1d.13','gati1d.15','gati1d.20','gati1d.21'),DifferenceB=c('gati2d.2','gati2d.3','gati2d.5','gati2d.11','gati2d.12','gati2d.14','gati2d.16','gati2d.17','gati2d.18','gati2d.19','gati2d.22','gati2d.4','gati2d.6','gati2d.7','gati2d.8','gati2d.9','gati2d.10','gati2d.13','gati2d.15','gati2d.20','gati2d.21'))","list(CounterBalance=c('DifferenceA','DifferenceB'))","list(each=c('CounterBalance','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Gati.1,lm.t,summary(lmerTest::lmer(DV ~ Condition + (Condition|uID) + (Condition|itemID))),"list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)","stat.test$coefficients[2,4]","stat.test$coefficients[2,3]","stat.test$coefficients[2,5]",Israel,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Direction & Similarity (Tversky & Gati, 1978)",
87,28,2,Gati,Gati.5,"list(DifferenceA=c('gati1d.2','gati1d.3','gati1d.5','gati1d.11','gati1d.12','gati1d.14','gati1d.16','gati1d.17','gati1d.18','gati1d.19','gati1d.22','gati1d.4','gati1d.6','gati1d.7','gati1d.8','gati1d.9','gati1d.10','gati1d.13','gati1d.15','gati1d.20','gati1d.21'),DifferenceB=c('gati2d.2','gati2d.3','gati2d.5','gati2d.11','gati2d.12','gati2d.14','gati2d.16','gati2d.17','gati2d.18','gati2d.19','gati2d.22','gati2d.4','gati2d.6','gati2d.7','gati2d.8','gati2d.9','gati2d.10','gati2d.13','gati2d.15','gati2d.20','gati2d.21'))","list(CounterBalance=c('DifferenceA','DifferenceB'))","list(each=c('CounterBalance','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Gati.2,t.p,"t.test(x = Asymmetry, mu=0, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,Israel,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Direction & Similarity (Tversky & Gati, 1978)",
88,28,2,Gati,Gati.6,"list(DifferenceA=c('gati1d.2','gati1d.3','gati1d.5','gati1d.11','gati1d.12','gati1d.14','gati1d.16','gati1d.17','gati1d.18','gati1d.19','gati1d.22','gati1d.4','gati1d.6','gati1d.7','gati1d.8','gati1d.9','gati1d.10','gati1d.13','gati1d.15','gati1d.20','gati1d.21'),DifferenceB=c('gati2d.2','gati2d.3','gati2d.5','gati2d.11','gati2d.12','gati2d.14','gati2d.16','gati2d.17','gati2d.18','gati2d.19','gati2d.22','gati2d.4','gati2d.6','gati2d.7','gati2d.8','gati2d.9','gati2d.10','gati2d.13','gati2d.15','gati2d.20','gati2d.21'))","list(CounterBalance=c('DifferenceA','DifferenceB'))","list(each=c('CounterBalance','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Gati.5,t.p,"t.test(DV ~ Condition, conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative, paired = TRUE)","list(conf.level=.95, var.equal=NA, censorNA=TRUE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,Israel,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Direction & Similarity (Tversky & Gati, 1978)",
89,28,2,Gati,Gati.7,"list(SimilarityA=c('gati1s.2','gati1s.3','gati1s.5','gati1s.11','gati1s.12','gati1s.14','gati1s.16','gati1s.17','gati1s.18','gati1s.19','gati1s.22','gati1s.4','gati1s.6','gati1s.7','gati1s.8','gati1s.9','gati1s.10','gati1s.13','gati1s.15','gati1s.20','gati1s.21'),SimilarityB=c('gati2s.2','gati2s.3','gati2s.5','gati2s.11','gati2s.12','gati2s.14','gati2s.16','gati2s.17','gati2s.18','gati2s.19','gati2s.22','gati2s.4','gati2s.6','gati2s.7','gati2s.8','gati2s.9','gati2s.10','gati2s.13','gati2s.15','gati2s.20','gati2s.21'))","list(CounterBalance=c('SimilarityA','SimilarityB'), Order=c('gatiBEFOREnore','gatiAFTERnore'))","list(each=c('CounterBalance','X > 0'))",list(c('all')),1,0,1,0,0,0,varfun.Gati.4,t,"t.test(Asymmetry ~ Order,conf.level=stat.params$conf.level, var.equal = stat.params$var.equal, alternative = stat.params$alternative)","list(conf.level=.95, var.equal=TRUE, censorNA=FALSE, alternative='two.sided',alpha=.05, within=FALSE)",stat.test$statistic,stat.test$parameter,stat.test$p.value,Israel,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"Direction & Similarity (Tversky & Gati, 1978)",
