.id,source,haus1.1,haus1.1t_1,haus1.2,haus2.1,haus2.1t_1,haus2.2,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,uID,study.order,analysis.type,subset,case.include
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,39.125,2,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|VanLange|Anderson|Kay|Graham|Ross.Slate1|Miyamoto|Rottenstrich|Critcher|Inbar|Alter|Bauer|Hauser,ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection,2563,13,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,1,1.68,1,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Miyamoto|Graham|Huang|Ross.Slate1|Rottenstrich|Critcher|Kay|Bauer|Hauser|VanLange|Inbar|Anderson,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Global self-esteem SISE,2564,10,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,2,33.272,2,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Miyamoto|Hauser|Graham|Alter|Huang|Ross.Slate1|VanLange|Inbar|Kay|Bauer|Anderson|Critcher,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,2565,3,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,46.234,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Huang|VanLange|Rottenstrich|Alter|Kay|Anderson|Bauer|Critcher|Hauser|Miyamoto|Inbar|Ross.Slate1,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,2566,10,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,43.92,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Ross.Slate1|Inbar|Kay|Bauer|VanLange|Hauser|Miyamoto|Rottenstrich|Anderson|Alter|Huang|Graham,ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection,2567,7,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,20.163,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|VanLange|Graham|Bauer|Alter|Miyamoto|Hauser|Kay|Rottenstrich|Critcher|Inbar|Huang|Anderson,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Cognitive reflection,2568,7,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,2,30.436,2,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Kay|Anderson|Hauser|Huang|Inbar|Bauer|Graham|VanLange|Ross.Slate1|Miyamoto|Critcher|Alter,ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection,2569,4,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,7.615,2,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Graham|Miyamoto|Inbar|Rottenstrich|Anderson|Critcher|Bauer|VanLange|Hauser|Ross.Slate1|Alter|Huang,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection,2570,10,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,22.772,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Anderson|VanLange|Inbar|Ross.Slate1|Graham|Bauer|Alter|Huang|Critcher|Rottenstrich|Kay|Hauser,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),2571,13,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,2.974,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Anderson|Critcher|Inbar|Rottenstrich|Graham|Miyamoto|Bauer|VanLange|Huang|Kay|Hauser|Alter,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing,2572,12,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,2,12.379,2,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Anderson|Kay|Miyamoto|Critcher|Bauer|Graham|Huang|Alter|Hauser|Ross.Slate1|Rottenstrich|Inbar,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five,2573,10,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,1,2808.034,2,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Bauer|Alter|Miyamoto|Huang|Ross.Slate1|Hauser|Anderson|Inbar|Rottenstrich|Graham|Critcher|Kay,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE,2574,7,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,29.074,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Huang|Kay|Bauer|Hauser|Critcher|Ross.Slate1|Rottenstrich|Alter|Graham|Inbar|Miyamoto|Anderson,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,2575,5,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,2,68.957,1,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Alter|Rottenstrich|Anderson|Inbar|Huang|Miyamoto|Hauser|VanLange|Kay|Critcher|Bauer|Ross.Slate1,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,2576,8,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,1,302.539,2,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Ross.Slate1|Anderson|Graham|Hauser|Kay|Inbar|Critcher|Alter|Miyamoto|VanLange|Rottenstrich|Bauer,ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,2577,5,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,14.191,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Anderson|Miyamoto|Ross.Slate1|Hauser|Alter|Inbar|Rottenstrich|Kay|VanLange|Graham|Huang|Critcher,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection,2578,5,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,69.135,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Anderson|Critcher|Hauser|Huang|Rottenstrich|Miyamoto|Ross.Slate1|Graham|Bauer|Inbar|Alter|Kay|VanLange,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),2579,3,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,7.941,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Ross.Slate1|Huang|VanLange|Hauser|Miyamoto|Bauer|Inbar|Alter|Rottenstrich|Anderson|Critcher|Kay,ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE,2580,5,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,25.215,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Bauer|Ross.Slate1|Hauser|Miyamoto|Huang|Anderson|Graham|Alter|Inbar|Kay|Rottenstrich|VanLange,ID: Mood|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five,2581,4,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,2,40.737,2,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Rottenstrich|Bauer|Miyamoto|Kay|Alter|Graham|Ross.Slate1|Hauser|VanLange|Huang|Anderson|Inbar,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood,2582,9,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,2,32.663,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Inbar|Huang|Rottenstrich|VanLange|Hauser|Bauer|Kay|Critcher|Alter|Graham|Anderson|Miyamoto,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing,2583,6,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,2,5.177,1,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Bauer|Anderson|Graham|Miyamoto|Alter|Hauser|Ross.Slate1|Critcher|Rottenstrich|Inbar|Huang|Kay,ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.),2584,7,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,50.642,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Anderson|Bauer|Huang|Alter|Rottenstrich|VanLange|Kay|Miyamoto|Hauser|Graham|Critcher|Inbar,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection,2585,10,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,1,10.479,1,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Huang|Miyamoto|Ross.Slate1|Hauser|Alter|Bauer|Inbar|Anderson|VanLange|Critcher|Kay|Rottenstrich,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Cognitive reflection,2586,5,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,2,59.835,2,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Bauer|Huang|Ross.Slate1|Anderson|VanLange|Rottenstrich|Critcher|Alter|Hauser|Inbar|Graham|Kay,ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,2587,10,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,2,27.173,1,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Huang|Inbar|Ross.Slate1|Miyamoto|Rottenstrich|Hauser|Anderson|Kay|Bauer|Critcher|Graham|Alter,ID: Mood|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE,2588,7,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,89.812,2,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Anderson|Ross.Slate1|Inbar|Huang|Hauser|Critcher|Bauer|VanLange|Miyamoto|Graham|Rottenstrich|Kay,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five,2589,6,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,2,48.912,2,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|VanLange|Graham|Anderson|Critcher|Rottenstrich|Hauser|Inbar|Miyamoto|Ross.Slate1|Alter|Huang|Kay,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection,2590,7,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,2,33.761,2,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Rottenstrich|Graham|Critcher|Hauser|Huang|Alter|Kay|Miyamoto|Inbar|Anderson|Ross.Slate1|VanLange,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood,2591,5,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,68.354,2,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Ross.Slate1|VanLange|Inbar|Critcher|Kay|Rottenstrich|Anderson|Hauser|Bauer|Graham|Alter|Miyamoto,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection,2592,9,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,1,31.666,2,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Miyamoto|VanLange|Anderson|Rottenstrich|Alter|Critcher|Kay|Bauer|Inbar|Huang|Graham|Hauser,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),2593,13,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,1,17.704,2,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Inbar|Critcher|Anderson|VanLange|Miyamoto|Kay|Huang|Graham|Bauer|Alter|Rottenstrich|Ross.Slate1,ID: Mood|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE,2594,1,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,33.573,2,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Ross.Slate1|Hauser|Huang|Rottenstrich|Inbar|Kay|Graham|Bauer|Critcher|Anderson|VanLange|Miyamoto,ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.),2595,3,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,2,13.162,2,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Ross.Slate1|Kay|Miyamoto|Alter|Graham|Anderson|Hauser|Huang|Critcher|Rottenstrich|Inbar|VanLange,ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood,2596,8,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,41.107,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Critcher|VanLange|Miyamoto|Bauer|Ross.Slate1|Hauser|Alter|Rottenstrich|Inbar|Anderson|Graham|Kay,ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE,2597,7,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,43.355,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Rottenstrich|Huang|Inbar|Ross.Slate1|Miyamoto|Anderson|Bauer|Critcher|Kay|Graham|Hauser|Alter,ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five,2598,12,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,1,127.992,1,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Huang|Inbar|Alter|Anderson|Ross.Slate1|Graham|Critcher|Miyamoto|Kay|VanLange|Rottenstrich|Hauser,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),2599,13,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,2.574,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|Critcher|Graham|Rottenstrich|VanLange|Miyamoto|Kay|Alter|Huang|Ross.Slate1|Anderson|Inbar|Bauer,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection,2600,1,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,39.852,2,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Bauer|Kay|Alter|Rottenstrich|Graham|Critcher|Huang|Miyamoto|Hauser|Anderson|Inbar|Ross.Slate1,ID: Mood|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing,2601,10,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,2,20.361,2,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Critcher|Bauer|Ross.Slate1|Anderson|Alter|Miyamoto|Kay|VanLange|Inbar|Hauser|Huang|Graham,ID: Mood|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five,2602,11,Secondary,all,FALSE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,2,34.927,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Graham|Ross.Slate1|Huang|Hauser|Miyamoto|VanLange|Kay|Alter|Anderson|Critcher|Bauer|Rottenstrich,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),2603,5,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,1,2.387,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Hauser|VanLange|Huang|Rottenstrich|Miyamoto|Ross.Slate1|Kay|Alter|Anderson|Critcher|Bauer|Inbar|Graham,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,2604,1,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,,,,2,45.413,1,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Huang|Kay|Anderson|Graham|Critcher|Bauer|Inbar|VanLange|Rottenstrich|Hauser|Ross.Slate1|Miyamoto,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood,2605,11,Secondary,all,TRUE
ML2_Slate1_IndiaEng_execution_legal_MTurk_r.csv,mturk_india,2,38.659,1,,,,mturk_india,mturk_india,mturk_india,India,MTurk India Workers,English,0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Graham|Ross.Slate1|Alter|Inbar|Anderson|Critcher|VanLange|Kay|Rottenstrich|Bauer|Huang|Hauser,ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood,2606,13,Secondary,all,TRUE
