study.labels,source.Source,loc,dens,offset,offset_dens,offset_fix,offset_densN,tsize,relSize
"Tempting Fate (Risen & Gilovich, 2008)",isb,0.00891,0.310305438782829,14,14.3103054387828,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",jmu,0.07937,0.440746154894334,14,14.4407461548943,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",jos,0.04224,0.397101292857621,14,14.3971012928576,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",kenyon,0.24773,0.333002430392851,14,14.3330024303929,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",krakowon,0.2366,0.375685497999311,14,14.3756854979993,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",kwazulu,0.22797,0.402579110711396,14,14.4025791107114,14.2,1,16,14.1666666666667
"Tempting Fate (Risen & Gilovich, 2008)",louvain,0.18689,0.449831729414691,14,14.4498317294147,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",loyola,0.11394,0.437616373051045,14,14.437616373051,14.2,3,16,14.5
"Tempting Fate (Risen & Gilovich, 2008)",lse,0.19273,0.44975959973043,14,14.4497595997304,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",mcdanielonline,-0.00141,0.279510439760234,14,14.2795104397602,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",metu,0.20386,0.444752668129461,14,14.4447526681295,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",moralsense,0.06773,0.434035259355348,14,14.4340352593553,14.2,3,16,14.5
"Tempting Fate (Risen & Gilovich, 2008)",mturk,0.04252,0.397667448990365,14,14.3976674489904,14.2,3,16,14.5
"Tempting Fate (Risen & Gilovich, 2008)",mturk_india,-0.1083,0.0936615143477591,14,14.0936615143478,14.2,3,16,14.5
"Tempting Fate (Risen & Gilovich, 2008)",munich,0.05727,0.422679934472239,14,14.4226799344722,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",northumbria,0.15395,0.437841452869366,14,14.4378414528694,14.2,1,16,14.1666666666667
"Tempting Fate (Risen & Gilovich, 2008)",osnabruck,0.26587,0.251384029758789,14,14.2513840297588,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",ouhk,0.21307,0.434250975948555,14,14.4342509759486,14.2,1,16,14.1666666666667
"Tempting Fate (Risen & Gilovich, 2008)",padua,0.40631,0.0227353906488391,14,14.0227353906488,14.2,1,16,14.1666666666667
"Tempting Fate (Risen & Gilovich, 2008)",pascal,0.21756,0.426691120727372,14,14.4266911207274,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",psualtoona,-0.0269,0.207791873915666,14,14.2077918739157,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",puc,-0.01518,0.239288227717708,14,14.2392882277177,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",queensland2,0.09803,0.441537553883307,14,14.4415375538833,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",ritonline,0.18453,0.449488691444821,14,14.4494886914448,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",rotterdam,0.16213,0.441041586243881,14,14.4410415862439,14.2,1,16,14.1666666666667
"Tempting Fate (Risen & Gilovich, 2008)",salford,0.027,0.361312050333025,14,14.361312050333,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",seznam,0.26626,0.249562850879101,14,14.2495628508791,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",seznamon,0.08314,0.441741783099956,14,14.4417417831,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",simmons,-0.11644,0.0852733246486358,14,14.0852733246486,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",swps,0.14843,0.43617771816792,14,14.4361777181679,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",tamu,0.20921,0.439455626733114,14,14.4394556267331,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",tamucc,0.01669,0.33299457733156,14,14.3329945773316,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",tanzania,0.10897,0.4389520798303,14,14.4389520798303,14.2,1,16,14.1666666666667
"Tempting Fate (Risen & Gilovich, 2008)",tilburg,0.07052,0.436190686748517,14,14.4361906867485,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",tilburgcaf,0.18655,0.449793252253604,14,14.4497932522536,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",ulatina,0.04069,0.3938862570235,14,14.3938862570235,14.2,3,16,14.5
"Tempting Fate (Risen & Gilovich, 2008)",umich,0.10186,0.440756444968906,14,14.4407564449689,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",uned,-0.09909,0.10234577022476,14,14.1023457702248,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",unswonline,0.22442,0.411866609183749,14,14.4118666091837,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",vcu,0.06981,0.435691178203606,14,14.4356911782036,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",vuw,0.06245,0.428963091964009,14,14.428963091964,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",westernkentucky,0.14444,0.435291052232389,14,14.4352910522324,14.2,2,16,14.3333333333333
"Tempting Fate (Risen & Gilovich, 2008)",yale,0.15674,0.438852446253387,14,14.4388524462534,14.2,3,16,14.5
"Moral Foundations (Graham et al., 2009)",aus,-0.14498,0.0237202602330341,15,15.023720260233,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",badaniaon,0.3056,0.187340672656838,15,15.1873406726568,15.2,1,17,15.1666666666667
"Moral Foundations (Graham et al., 2009)",bc,0.28102,0.208722453385044,15,15.208722453385,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",bilgi,0.11808,0.422996971012357,15,15.4229969710124,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",brasilia,0.34244,0.135912818795573,15,15.1359128187956,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",cas,-0.01376,0.303897339438083,15,15.3038973394381,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",doshisha,0.07507,0.449613069316248,15,15.4496130693162,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",eindhoven,0.0402,0.423235569046931,15,15.4232355690469,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",elte,0.36615,0.0936776426779851,15,15.093677642678,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",hawaiion,-0.02044,0.281090516870783,15,15.2810905168708,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",hkust,0.07394,0.44939166464637,15,15.4493916646464,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",hunancomp,0.08507,0.449413205355414,15,15.4494132053554,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",ithaca,-0.01145,0.311411152465318,15,15.3114111524653,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",johannesburg,0.13416,0.400052729030113,15,15.4000527290301,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",koc,0.05781,0.441361493673498,15,15.4413614936735,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",lausanne,0.21297,0.283182195353674,15,15.2831821953537,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",leuven,0.04329,0.427061433339908,15,15.4270614333399,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",lundon,0.25071,0.235292831412112,15,15.2352928314121,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",marian,0.10871,0.434016312833925,15,15.4340163128339,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",mturk,0.28811,0.203124134360122,15,15.2031241343601,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",mturk_india,0.08152,0.44992714110302,15,15.449927141103,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",navarra,-0.00226,0.33911685577949,15,15.3391168557795,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",ntnu,0.17664,0.33481384678214,15,15.3348138467821,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",occid,0.32291,0.166469111816903,15,15.1664691118169,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",plu,0.07629,0.449810255481646,15,15.4498102554816,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",poitiers,0.07018,0.448338387453408,15,15.4483383874534,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",potsdam,0.11725,0.42406303379352,15,15.4240630337935,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",pscio,0.16405,0.353534318528457,15,15.3535343185285,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",psuabington,-0.01483,0.300353912624471,15,15.3003539126245,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",psumain,0.14959,0.375937319608985,15,15.375937319609,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",purkyne,0.02054,0.392365095338715,15,15.3923650953387,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",sandiegosu,0.00819,0.366196799577665,15,15.3661967995777,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",santiagoon,0.06096,0.443619702434607,15,15.4436197024346,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",swps,0.19454,0.309176307778173,15,15.3091763077782,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",tamu,0.21694,0.277644085901909,15,15.2776440859019,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",tilburg,0.08867,0.448389473466715,15,15.4483894734667,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",tilburgcaf,0.00735,0.364194577205294,15,15.3641945772053,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",tilburgcomm,0.21583,0.279188846751484,15,15.2791888467515,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",toronto,-0.01444,0.301648172673683,15,15.3016481726737,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",tufts,0.01507,0.381511533283695,15,15.3815115332837,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",ubc,0.18434,0.323691812266777,15,15.3236918122668,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",ucron,0.29911,0.193689003982096,15,15.1936890039821,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",udd,0.28122,0.208566287937053,15,15.2085662879371,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",ufl,0.2461,0.24029399856425,15,15.2402939985643,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",uiuc,0.08484,0.449456951358343,15,15.4494569513583,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",umich,0.11089,0.431663840642192,15,15.4316638406422,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",unam,0.19561,0.307660991150894,15,15.3076609911509,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",unibelgrade,-0.00995,0.316174175833058,15,15.3161741758331,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",uniporto,0.21887,0.274972167672924,15,15.2749721676729,15.2,1,17,15.1666666666667
"Moral Foundations (Graham et al., 2009)",uva,-0.03844,0.214290574866711,15,15.2142905748667,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",vuamsterdam,0.01963,0.390645847297947,15,15.3906458472979,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",vuw,0.12939,0.407235444210586,15,15.4072354442106,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",washlee,0.12731,0.410281585279878,15,15.4102815852799,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",wilfredlaur,0.15279,0.370916917936828,15,15.3709169179368,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",williampat,0.06208,0.444347846974507,15,15.4443478469745,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",winchester,0.06113,0.443730224373699,15,15.4437302243737,15.2,3,17,15.5
"Moral Foundations (Graham et al., 2009)",wpi,0.14314,0.386089404766822,15,15.3860894047668,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",wroclaw,0.33085,0.154842550414926,15,15.1548425504149,15.2,2,17,15.3333333333333
"Moral Foundations (Graham et al., 2009)",zhejiang,0.13226,0.402936492055903,15,15.4029364920559,15.2,2,17,15.3333333333333
"Direction & SES (Huang et al., 2014)",aus,0.39448,0.449929036708531,16,16.4499290367085,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",bc,0.2499,0.377911179599603,16,16.3779111795996,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",bilgi,0.03515,0.368854971720057,16,16.3688549717201,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",brasilia,-0.16685,0.268780843908609,16,16.2687808439086,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",cas,-0.13592,0.318808899258707,16,16.3188088992587,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",castab,-0.05129,0.399681568935289,16,16.3996815689353,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",doshisha,-0.03441,0.401230003765305,16,16.4012300037653,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",eindhoven,-0.03941,0.401287784110681,16,16.4012877841107,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",elte,0.43572,0.43743939708634,16,16.4374393970863,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",eltetab,0.33677,0.43555193116535,16,16.4355519311654,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",hawaiion,0.44677,0.429929428167895,16,16.4299294281679,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",hkust,-0.27411,0.121093423532037,16,16.121093423532,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",hunancomp,-0.12842,0.330028470028841,16,16.3300284700288,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",ithaca,0.49146,0.381263000881214,16,16.3812630008812,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",johannesburg,0.26604,0.390091229226921,16,16.3900912292269,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",koc,-0.04793,0.400368496838993,16,16.400368496839,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",lausanne,0.01976,0.379433472100042,16,16.3794334721,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",leuven,0.27478,0.39657786234695,16,16.396577862347,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",lundon,-0.04009,0.401281764222608,16,16.4012817642226,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",marian,0.63188,0.152786950457712,16,16.1527869504577,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",mturk,0.46794,0.410424124853059,16,16.4104241248531,16.2,3,18,16.5
"Direction & SES (Huang et al., 2014)",mturk_india,0.03325,0.370199106781966,16,16.370199106782,16.2,3,18,16.5
"Direction & SES (Huang et al., 2014)",navarra,0.332,0.433199467724616,16,16.4331994677246,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",ntnu,-0.06069,0.396647654422766,16,16.3966476544228,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",ntnutab,0.19829,0.341921135883904,16,16.3419211358839,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",occid,0.22203,0.357363822986218,16,16.3573638229862,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",occidtab,0.57809,0.235935295115037,16,16.235935295115,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",plu,0.59494,0.207727754341949,16,16.207727754342,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",potsdam,0.04576,0.361304028160926,16,16.3613040281609,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",pscio,-0.09104,0.375913896016872,16,16.3759138960169,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",psuabington,0.47908,0.39754069992202,16,16.397540699922,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",psuabingtontab,0.31958,0.426466631108117,16,16.4264666311081,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",psumain,0.43758,0.436288936034881,16,16.4362889360349,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",purkyne,-0.10743,0.358188440535027,16,16.358188440535,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",sandiegosu,0.46984,0.408354874190168,16,16.4083548741902,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",santiagoon,0.34381,0.438756678992671,16,16.4387566789927,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",swps,0.14242,0.322278673127624,16,16.3222786731276,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",tamu,0.46884,0.40945989239814,16,16.4094598923981,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",tilburg,-0.11751,0.345342175544367,16,16.3453421755444,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",tilburgcaf,-0.08849,0.378263562218262,16,16.3782635622183,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",tilburgcomm,0.02385,0.376696845066539,16,16.3766968450665,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",toronto,0.13586,0.322052480634368,16,16.3220524806344,16.2,3,18,16.5
"Direction & SES (Huang et al., 2014)",tufts,0.70997,0.0727562724728084,16,16.0727562724728,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",ubc,0.2565,0.382904278736551,16,16.3829042787366,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",ubctab,0.30616,0.418301621726725,16,16.4183016217267,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",ucron,0.16027,0.325318322492004,16,16.325318322492,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",udd,0.20787,0.347807371866452,16,16.3478073718665,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",ufl,0.48877,0.384961200417474,16,16.3849612004175,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",uiuc,0.48386,0.39148927763309,16,16.3914892776331,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",umich,0.37095,0.447697816895386,16,16.4476978168954,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",unam,-0.06326,0.395549379502885,16,16.3955493795029,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",unibelgrade,0.48228,0.393545120423157,16,16.3935451204232,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",uniporto,0.07774,0.340135258857204,16,16.3401352588572,16.2,1,18,16.1666666666667
"Direction & SES (Huang et al., 2014)",uva,0.41766,0.445773033528057,16,16.4457730335281,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",vuamsterdam,-0.30222,0.0981533855811101,16,16.0981533855811,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",vuw,0.45176,0.425975421137114,16,16.4259754211371,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",washlee,0.31084,0.421237545247076,16,16.4212375452471,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",wilfredlaur,0.26277,0.387634925662959,16,16.387634925663,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",williampat,0.46613,0.412363303456842,16,16.4123633034568,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",winchester,-0.38102,0.0554353716343478,16,16.0554353716344,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",wpi,0.34675,0.440002936572808,16,16.4400029365728,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",wroclaw,0.09336,0.332006721838565,16,16.3320067218386,16.2,2,18,16.3333333333333
"Direction & SES (Huang et al., 2014)",zhejiang,-0.11777,0.344990935606069,16,16.3449909356061,16.2,1,18,16.1666666666667
"Framing (Tversky & Kahneman, 1981)",armstrong,0.17272,0.424117936268431,17,17.4241179362684,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",aus2,0.06181,0.204520423459496,17,17.2045204234595,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",badaniaon,0.08728,0.306069355626372,17,17.3060693556264,17.2,1,19,17.1666666666667
"Framing (Tversky & Kahneman, 1981)",bogota,0.24824,0.317592655871553,17,17.3175926558716,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",brookcuny,0.22292,0.331465040899924,17,17.3314650408999,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",carleton,0.32387,0.339243504918637,17,17.3392435049186,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",cas,0.30816,0.347333445264358,17,17.3473334452644,17.2,1,19,17.1666666666667
"Framing (Tversky & Kahneman, 1981)",csunorthonline,0.311,0.346964014743511,17,17.3469640147435,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",fmkbelgrade,0.10552,0.374834522289337,17,17.3748345222893,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",georgefox,0.24467,0.317709721908395,17,17.3177097219084,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",hawaiion,0.12639,0.431093003714662,17,17.4310930037147,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",help,0.41771,0.0902330613107155,17,17.0902330613107,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",jmu,0.27113,0.327578040443678,17,17.3275780404437,17.2,1,19,17.1666666666667
"Framing (Tversky & Kahneman, 1981)",jos,0.07818,0.269235941052327,17,17.2692359410523,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",kenyon,0.12248,0.423112486011159,17,17.4231124860112,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",krakowon,0.36762,0.2398133323709,17,17.2398133323709,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",kwazulu,0.26151,0.321525634033786,17,17.3215256340338,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",louvain,0.11139,0.393793786119261,17,17.3937937861193,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",loyola,0.14416,0.44976296183833,17,17.4497629618383,17.2,3,19,17.5
"Framing (Tversky & Kahneman, 1981)",lse,0.14185,0.448949739743147,17,17.4489497397431,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",mcdanielonline,0.18667,0.396554832999663,17,17.3965548329997,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",metu,0.14347,0.449564837457096,17,17.4495648374571,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",moralsense,0.23032,0.324194473801994,17,17.324194473802,17.2,3,19,17.5
"Framing (Tversky & Kahneman, 1981)",mturk,0.35348,0.28216711700863,17,17.2821671170086,17.2,3,19,17.5
"Framing (Tversky & Kahneman, 1981)",munich,0.29204,0.342565383461274,17,17.3425653834613,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",northumbria,0.38017,0.198947183799065,17,17.1989471837991,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",osnabruck,0.14013,0.448061280646463,17,17.4480612806465,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",ouhk,0.11741,0.410872284221871,17,17.4108722842219,17.2,1,19,17.1666666666667
"Framing (Tversky & Kahneman, 1981)",padua,0.06833,0.229733311239208,17,17.2297333112392,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",pascal,0.12352,0.425357919463957,17,17.425357919464,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",psualtoona,0.28853,0.340385179971198,17,17.3403851799712,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",puc,-0.14098,0.0211794303177658,17,17.0211794303178,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",queensland2,0.11907,0.415085404049377,17,17.4150854040494,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",ritonline,0.35029,0.290677789698668,17,17.2906777896987,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",rotterdam,0.32005,0.342605141800345,17,17.3426051418003,17.2,1,19,17.1666666666667
"Framing (Tversky & Kahneman, 1981)",salford,0.16661,0.434106815248943,17,17.4341068152489,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",seznam,0.24062,0.318519525710724,17,17.3185195257107,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",seznamon,0.20669,0.355999881916751,17,17.3559998819168,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",simmons,0.21495,0.342162079598809,17,17.3421620795988,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",swps,0.34628,0.300701642228697,17,17.3007016422287,17.2,1,19,17.1666666666667
"Framing (Tversky & Kahneman, 1981)",tamu,0.29443,0.343881170480745,17,17.3438811704807,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",tamucc,0.14258,0.449266657807346,17,17.4492666578073,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",tanzania,0.1717,0.425909775169566,17,17.4259097751696,17.2,1,19,17.1666666666667
"Framing (Tversky & Kahneman, 1981)",tilburg,0.30795,0.347350659994011,17,17.347350659994,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",tilburgcaf,0.32719,0.335583713542401,17,17.3355837135424,17.2,1,19,17.1666666666667
"Framing (Tversky & Kahneman, 1981)",ulatina,0.1804,0.40949813665081,17,17.4094981366508,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",umich,0.1698,0.429124668318749,17,17.4291246683188,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",uned,0.11517,0.404818671376271,17,17.4048186713763,17.2,1,19,17.1666666666667
"Framing (Tversky & Kahneman, 1981)",unswonline,0.16958,0.429482517983837,17,17.4294825179838,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",vcu,0.35282,0.28397908405088,17,17.2839790840509,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",vuw,0.04026,0.13037971066812,17,17.1303797106681,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",westernkentucky,0.34709,0.298748249110833,17,17.2987482491108,17.2,2,19,17.3333333333333
"Framing (Tversky & Kahneman, 1981)",yale,0.30024,0.346308602722417,17,17.3463086027224,17.2,3,19,17.5
